player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Dani Martinez,593193.0,1.0,90.0,0.0,0.22,-0.22,1.0,0.0,0.0,0.22,Dani,Martinez,2004-05-05,22.33,175.0,30.0,Defender,Central Defender,51qvkjhgmbxersyfxzb8en1n8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,10.0,77.02,5.0,6.93,0.0,0.0,0.0,0.0,7.702,1.386,2.0,0.0,8.0,0.0,2.0,13.0,6.0,46.154,0.0,0.0,0.0,,,,,,,,,,593193.0,90.0,1.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Dani,Martinez,2004-05-05,22.33,175.0,30.0,Defender,Central Defender,51qvkjhgmbxersyfxzb8en1n8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,593193.0,90.0,1.0,55.0,47.0,85.45,18.0,11.0,61.11,2.0,0.0,0.0,0.0,0.0,0.0,Dani,Martinez,2004-05-05,22.33,175.0,30.0,Defender,Central Defender,51qvkjhgmbxersyfxzb8en1n8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,593193,51qvkjhgmbxersyfxzb8en1n8
Dani Olmo,179370.0,1.0,25.0,0.0,0.12,-0.12,1.0,0.0,0.0,0.12,Dani,Olmo,1998-05-07,28.33,178.0,20.0,Midfielder,Attacking Midfielder,4gq1u1mqg0qzekh1u5djleeax,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,2.0,27.461,2.0,26.985,0.0,0.0,0.0,0.0,13.73,13.492,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.667,0.0,0.0,0.0,,,,,,,,,,179370.0,25.0,1.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,Dani,Olmo,1998-05-07,28.33,178.0,20.0,Midfielder,Attacking Midfielder,4gq1u1mqg0qzekh1u5djleeax,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,179370.0,25.0,1.0,15.0,15.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Olmo,1998-05-07,28.33,178.0,20.0,Midfielder,Attacking Midfielder,4gq1u1mqg0qzekh1u5djleeax,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,179370,4gq1u1mqg0qzekh1u5djleeax
Dani Raba,240071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Raba,1995-10-29,30.85,191.0,19.0,Forward,Winger,240071,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,240071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Raba,1995-10-29,30.85,191.0,19.0,Forward,Winger,240071,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,240071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Raba,1995-10-29,30.85,191.0,19.0,Forward,Winger,240071,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,240071,240071
Dani Requena,621306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Requena,2004-02-12,22.55,855.0,6.0,Midfielder,Central Midfielder,621306,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,621306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Requena,2004-02-12,22.55,855.0,6.0,Midfielder,Central Midfielder,621306,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,621306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Requena,2004-02-12,22.55,855.0,6.0,Midfielder,Central Midfielder,621306,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,621306,621306
David Affengruber,442299.0,2.0,180.0,0.0,0.21,-0.21,3.0,0.0,0.0,0.07,David,Affengruber,2001-03-19,25.46,954.0,22.0,Defender,Central Defender,7o7vwlqxknci1fymzkn9hug6i,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,26.0,272.492,9.0,66.465,0.0,0.0,0.0,0.0,10.48,7.385,2.0,4.0,10.0,1.0,7.0,8.0,5.0,62.5,1.0,1.0,100.0,,,,,,,,,,442299.0,180.0,2.0,0.0,0.0,0.0,0.0,0.014,0.014,0.0,0.0,David,Affengruber,2001-03-19,25.46,954.0,22.0,Defender,Central Defender,7o7vwlqxknci1fymzkn9hug6i,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,442299.0,180.0,2.0,135.0,120.0,88.89,13.0,6.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,David,Affengruber,2001-03-19,25.46,954.0,22.0,Defender,Central Defender,7o7vwlqxknci1fymzkn9hug6i,4yg9ttzw0m51048doksv8uq5r,Elche CF,Elche,Elche,ELC,442299,7o7vwlqxknci1fymzkn9hug6i
David Larrubia,495391.0,2.0,124.0,0.0,0.07,-0.07,3.0,1.0,0.0,0.02,David,Larrubia,2002-04-20,24.37,182.0,10.0,Forward,Winger,cygexa4wb2fr45rs9b0eodpii,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,20.0,278.171,13.0,185.115,1.0,0.0,0.0,0.0,13.909,14.24,11.0,2.0,8.0,1.0,0.0,31.0,16.0,51.613,0.0,0.0,0.0,,,,,,,,,,495391.0,124.0,2.0,1.0,1.0,2.63,0.0,0.079,0.079,0.0,0.0,David,Larrubia,2002-04-20,24.37,182.0,10.0,Forward,Winger,cygexa4wb2fr45rs9b0eodpii,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,495391.0,124.0,2.0,39.0,30.0,76.92,20.0,13.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,David,Larrubia,2002-04-20,24.37,182.0,10.0,Forward,Winger,cygexa4wb2fr45rs9b0eodpii,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,495391,cygexa4wb2fr45rs9b0eodpii
David Mella,554651.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,Mella,2005-05-23,21.28,180.0,11.0,Forward,Winger,4pk1mszqyrckgiqmw25qtuzv8,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,10.0,111.404,5.0,36.12,0.0,0.0,0.0,0.0,11.14,7.224,1.0,1.0,5.0,0.0,1.0,7.0,2.0,28.571,3.0,1.0,33.333,,,,,,,,,,554651.0,47.0,2.0,0.0,0.0,0.0,0.0,0.01,0.009,0.0,0.0,David,Mella,2005-05-23,21.28,180.0,11.0,Forward,Winger,4pk1mszqyrckgiqmw25qtuzv8,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,554651.0,47.0,2.0,11.0,7.0,63.64,5.0,3.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,David,Mella,2005-05-23,21.28,180.0,11.0,Forward,Winger,4pk1mszqyrckgiqmw25qtuzv8,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,554651,4pk1mszqyrckgiqmw25qtuzv8
David Otorbi,576682.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,Otorbi,2007-10-16,18.88,191.0,27.0,Forward,Winger,bda9fmdum05xtmj2d8k5dfnkk,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,5.0,56.522,5.0,45.36,0.0,0.0,0.0,0.0,11.304,9.072,1.0,0.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,,,,,,,,,,576682.0,2.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,David,Otorbi,2007-10-16,18.88,191.0,27.0,Forward,Winger,bda9fmdum05xtmj2d8k5dfnkk,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,576682.0,2.0,1.0,5.0,3.0,60.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,David,Otorbi,2007-10-16,18.88,191.0,27.0,Forward,Winger,bda9fmdum05xtmj2d8k5dfnkk,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,576682,bda9fmdum05xtmj2d8k5dfnkk
David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,100.0,0.0,3.0,8.0,72.73,0.55,1.0,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175204,vota9gwygxp3wc998tl7ldxx
Davinchi,700202.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,Cordón Mancha,2007-10-16,18.88,1450.0,3.0,Defender,Full Back,5cti09ebqg7or3stoh5k2mo7o,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,4.0,43.299,4.0,42.105,0.0,0.0,0.0,0.0,10.825,10.526,1.0,0.0,2.0,1.0,2.0,3.0,2.0,66.667,1.0,0.0,0.0,,,,,,,,,,700202.0,45.0,1.0,1.0,1.0,11.11,0.0,0.03,0.03,0.0,0.0,David,Cordón Mancha,2007-10-16,18.88,1450.0,3.0,Defender,Full Back,5cti09ebqg7or3stoh5k2mo7o,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,700202.0,45.0,1.0,9.0,5.0,55.56,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,David,Cordón Mancha,2007-10-16,18.88,1450.0,3.0,Defender,Full Back,5cti09ebqg7or3stoh5k2mo7o,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,700202,5cti09ebqg7or3stoh5k2mo7o
Dean Huijsen,554605.0,2.0,180.0,0.0,0.14,-0.14,3.0,0.0,0.0,0.05,Dean,Huijsen,2005-04-14,21.38,186.0,4.0,Defender,Central Defender,d2hnxi1yi5rgqj1tvxh1813x0,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,35.0,344.306,19.0,161.28,0.0,0.0,0.0,0.0,9.837,8.488,1.0,2.0,5.0,0.0,16.0,3.0,3.0,100.0,9.0,6.0,66.667,,,,,,,,,,554605.0,180.0,2.0,0.0,0.0,0.0,0.0,0.032,0.032,0.0,0.0,Dean,Huijsen,2005-04-14,21.38,186.0,4.0,Defender,Central Defender,d2hnxi1yi5rgqj1tvxh1813x0,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,554605.0,180.0,2.0,148.0,143.0,96.62,16.0,14.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,Dean,Huijsen,2005-04-14,21.38,186.0,4.0,Defender,Central Defender,d2hnxi1yi5rgqj1tvxh1813x0,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,554605,d2hnxi1yi5rgqj1tvxh1813x0
Denis Suárez,89572.0,2.0,85.0,0.0,0.37,-0.37,1.0,1.0,0.0,0.37,Denis,Suárez,1994-01-06,32.66,173.0,4.0,Midfielder,Attacking Midfielder,28psc296gj3umo59qqha8jil1,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,30.0,347.499,19.0,179.865,0.0,0.0,1.0,0.0,11.583,9.467,1.0,0.0,3.0,0.0,0.0,6.0,2.0,33.333,0.0,0.0,0.0,,,,,,,,,,89572.0,85.0,2.0,5.0,1.0,2.04,80.0,0.418,0.262,0.0,0.0,Denis,Suárez,1994-01-06,32.66,173.0,4.0,Midfielder,Attacking Midfielder,28psc296gj3umo59qqha8jil1,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,89572.0,85.0,2.0,49.0,37.0,75.51,24.0,13.0,54.17,3.0,2.0,66.67,1.0,0.0,0.0,Denis,Suárez,1994-01-06,32.66,173.0,4.0,Midfielder,Attacking Midfielder,28psc296gj3umo59qqha8jil1,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,89572,28psc296gj3umo59qqha8jil1
Denzel Dumfries,199432.0,2.0,170.0,0.0,0.22,-0.22,5.0,1.0,0.0,0.04,Denzel,Dumfries,1996-04-18,30.38,186.0,24.0,Defender,Full Back,2r6hs8npijvt4wekd059t6tx,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,9.0,94.438,6.0,43.89,1.0,0.0,0.0,0.0,10.493,7.315,6.0,2.0,3.0,0.0,1.0,10.0,7.0,70.0,0.0,0.0,0.0,,,,,,,,,,199432.0,170.0,2.0,0.0,0.0,0.0,0.0,0.041,0.041,0.0,0.0,Denzel,Dumfries,1996-04-18,30.38,186.0,24.0,Defender,Full Back,2r6hs8npijvt4wekd059t6tx,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,199432.0,170.0,2.0,75.0,69.0,92.0,23.0,21.0,91.3,2.0,0.0,0.0,0.0,0.0,0.0,Denzel,Dumfries,1996-04-18,30.38,186.0,24.0,Defender,Full Back,2r6hs8npijvt4wekd059t6tx,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,199432,2r6hs8npijvt4wekd059t6tx
Diego Díaz,664923.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Díaz,2005-05-31,21.25,189.0,34.0,Midfielder,Attacking Midfielder,c77xlucey12ll2gjj3pvp6uqc,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,3.0,33.434,2.0,15.12,0.0,0.0,0.0,0.0,11.145,7.56,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,664923.0,13.0,1.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,Diego,Díaz,2005-05-31,21.25,189.0,34.0,Midfielder,Attacking Midfielder,c77xlucey12ll2gjj3pvp6uqc,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,664923.0,13.0,1.0,4.0,3.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Díaz,2005-05-31,21.25,189.0,34.0,Midfielder,Attacking Midfielder,c77xlucey12ll2gjj3pvp6uqc,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,664923,c77xlucey12ll2gjj3pvp6uqc
Diego Llorente,149915.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Llorente,1993-08-16,33.05,185.0,3.0,Defender,Central Defender,9ao7l82r1xd2rjnvv5u6plcr9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,6.0,57.463,4.0,37.17,0.0,0.0,0.0,0.0,9.577,9.292,0.0,5.0,2.0,3.0,8.0,0.0,0.0,0.0,4.0,2.0,50.0,,,,,,,,,,149915.0,90.0,1.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,Diego,Llorente,1993-08-16,33.05,185.0,3.0,Defender,Central Defender,9ao7l82r1xd2rjnvv5u6plcr9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,149915.0,90.0,1.0,48.0,46.0,95.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Llorente,1993-08-16,33.05,185.0,3.0,Defender,Central Defender,9ao7l82r1xd2rjnvv5u6plcr9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,149915,9ao7l82r1xd2rjnvv5u6plcr9
Diego Rico,171129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Rico,1993-02-23,33.53,450.0,15.0,Defender,Full Back,171129,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,171129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Rico,1993-02-23,33.53,450.0,15.0,Defender,Full Back,171129,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,171129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Rico,1993-02-23,33.53,450.0,15.0,Defender,Full Back,171129,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,171129,171129
Diego Villares,562005.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Villares,1996-06-17,30.21,180.0,8.0,Midfielder,0,bznkfclbiwpcx4k8wub7q7skq,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,7.0,97.06,4.0,49.665,0.0,0.0,0.0,0.0,13.866,12.416,4.0,1.0,4.0,0.0,2.0,6.0,4.0,66.667,2.0,2.0,100.0,,,,,,,,,,562005.0,58.0,2.0,0.0,0.0,0.0,0.0,0.012,0.01,0.0,0.0,Diego,Villares,1996-06-17,30.21,180.0,8.0,Midfielder,0,bznkfclbiwpcx4k8wub7q7skq,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,562005.0,58.0,2.0,52.0,44.0,84.62,9.0,5.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,Diego,Villares,1996-06-17,30.21,180.0,8.0,Midfielder,0,bznkfclbiwpcx4k8wub7q7skq,1r541mega6d838hi0p44sv0h2,RC Deportivo de A Coruña,Deportivo de A Coruña,Deportivo,DEP,562005,bznkfclbiwpcx4k8wub7q7skq
Djené Dakonam,149838.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djené,Dakonam,1991-12-31,34.68,1450.0,2.0,Defender,Full Back,9see13i1f0n1ju4uhs8sijutx,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,21.0,169.632,7.0,64.155,0.0,0.0,0.0,0.0,8.078,9.165,2.0,3.0,11.0,0.0,7.0,6.0,3.0,50.0,3.0,2.0,66.667,,,,,,,,,,149838.0,171.0,2.0,0.0,0.0,0.0,0.0,0.056,0.051,0.0,0.0,Djené,Dakonam,1991-12-31,34.68,1450.0,2.0,Defender,Full Back,9see13i1f0n1ju4uhs8sijutx,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,149838.0,171.0,2.0,79.0,67.0,84.81,15.0,7.0,46.67,1.0,1.0,100.0,0.0,0.0,0.0,Djené,Dakonam,1991-12-31,34.68,1450.0,2.0,Defender,Full Back,9see13i1f0n1ju4uhs8sijutx,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,149838,9see13i1f0n1ju4uhs8sijutx
Dávid Hancko,235093.0,2.0,180.0,0.0,0.07,-0.07,3.0,0.0,0.0,0.02,Dávid,Hancko,1997-12-13,28.72,175.0,17.0,Defender,Central Defender,1vyh50nfaq2kq5pmivpkc1psl,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,30.0,250.247,13.0,143.535,0.0,0.0,0.0,0.0,8.342,11.041,3.0,4.0,10.0,1.0,3.0,9.0,8.0,88.889,2.0,2.0,100.0,,,,,,,,,,235093.0,180.0,2.0,1.0,1.0,0.0,0.0,0.252,0.251,1.0,1.0,Dávid,Hancko,1997-12-13,28.72,175.0,17.0,Defender,Central Defender,1vyh50nfaq2kq5pmivpkc1psl,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,235093.0,180.0,2.0,164.0,153.0,93.29,39.0,31.0,79.49,2.0,0.0,0.0,0.0,0.0,0.0,Dávid,Hancko,1997-12-13,28.72,175.0,17.0,Defender,Central Defender,1vyh50nfaq2kq5pmivpkc1psl,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,235093,1vyh50nfaq2kq5pmivpkc1psl
Ebrahima Drammeh,748228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebrahima,Drammeh,2007-01-06,19.65,1450.0,27.0,Forward,Winger,748228,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,748228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebrahima,Drammeh,2007-01-06,19.65,1450.0,27.0,Forward,Winger,748228,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,748228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebrahima,Drammeh,2007-01-06,19.65,1450.0,27.0,Forward,Winger,748228,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,748228,748228
Edu Altozano,592810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edu,Altozano,2006-10-17,19.87,179.0,39.0,Midfielder,0,592810,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,592810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edu,Altozano,2006-10-17,19.87,179.0,39.0,Midfielder,0,592810,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,592810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edu,Altozano,2006-10-17,19.87,179.0,39.0,Midfielder,0,592810,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,592810,592810
Edu Expósito,420909.0,2.0,174.0,0.0,0.17,-0.17,6.0,1.0,0.0,0.03,Edu,Expósito,1996-08-01,30.09,177.0,8.0,Midfielder,Central Midfielder,8qvqdjw1d58mw7420lpmk7bah,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,20.0,220.791,8.0,117.81,1.0,0.0,0.0,0.0,11.04,14.726,6.0,0.0,12.0,1.0,2.0,22.0,11.0,50.0,2.0,0.0,0.0,,,,,,,,,,420909.0,174.0,2.0,1.0,1.0,1.04,0.0,0.077,0.077,0.0,0.0,Edu,Expósito,1996-08-01,30.09,177.0,8.0,Midfielder,Central Midfielder,8qvqdjw1d58mw7420lpmk7bah,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,420909.0,174.0,2.0,98.0,87.0,88.78,28.0,21.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,Edu,Expósito,1996-08-01,30.09,177.0,8.0,Midfielder,Central Midfielder,8qvqdjw1d58mw7420lpmk7bah,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,420909,8qvqdjw1d58mw7420lpmk7bah
