player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
José María Giménez,151883.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José María,Giménez,1995-01-20,31.62,175.0,2.0,Defender,Central Defender,548jzfl9higq44w9bgqvcjh05,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,3.0,25.135,1.0,2.52,0.0,0.0,0.0,0.0,8.378,2.52,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,151883.0,11.0,1.0,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.0,José María,Giménez,1995-01-20,31.62,175.0,2.0,Defender,Central Defender,548jzfl9higq44w9bgqvcjh05,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,151883.0,11.0,1.0,19.0,17.0,89.47,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,José María,Giménez,1995-01-20,31.62,175.0,2.0,Defender,Central Defender,548jzfl9higq44w9bgqvcjh05,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,151883,548jzfl9higq44w9bgqvcjh05
José Salinas,515611.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José,Salinas,2000-09-30,25.92,182.0,12.0,Defender,Full Back,3ghychnf02zs5pmw2s0ds3p7u,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,,,,,,,,,,515611.0,18.0,1.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,José,Salinas,2000-09-30,25.92,182.0,12.0,Defender,Full Back,3ghychnf02zs5pmw2s0ds3p7u,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,515611.0,18.0,1.0,11.0,6.0,54.55,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,José,Salinas,2000-09-30,25.92,182.0,12.0,Defender,Full Back,3ghychnf02zs5pmw2s0ds3p7u,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,515611,3ghychnf02zs5pmw2s0ds3p7u
José Ángel,623680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,López Gálvez,2006-03-24,20.44,177.0,32.0,Defender,0,623680,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,623680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,López Gálvez,2006-03-24,20.44,177.0,32.0,Defender,0,623680,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,623680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,López Gálvez,2006-03-24,20.44,177.0,32.0,Defender,0,623680,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,623680,623680
José Ángel Carmona,545998.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,Carmona,2002-01-29,24.59,179.0,22.0,Defender,Full Back,6jq376l673aizjxxhhos2j52i,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,545998.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,Carmona,2002-01-29,24.59,179.0,22.0,Defender,Full Back,6jq376l673aizjxxhhos2j52i,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,545998.0,22.0,1.0,3.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Ángel,Carmona,2002-01-29,24.59,179.0,22.0,Defender,Full Back,6jq376l673aizjxxhhos2j52i,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,545998,6jq376l673aizjxxhhos2j52i
Jozhua Vertrouwd,538671.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jozhua,Vertrouwd,2004-08-21,22.03,184.0,33.0,Defender,Central Defender,asvxbmdd5j5tlz2fo1jpcrrx0,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,5.0,53.527,4.0,45.045,0.0,0.0,0.0,0.0,10.705,11.261,0.0,0.0,4.0,0.0,3.0,3.0,1.0,33.333,0.0,0.0,0.0,,,,,,,,,,538671.0,90.0,1.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,Jozhua,Vertrouwd,2004-08-21,22.03,184.0,33.0,Defender,Central Defender,asvxbmdd5j5tlz2fo1jpcrrx0,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,538671.0,90.0,1.0,29.0,24.0,82.76,7.0,4.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,Jozhua,Vertrouwd,2004-08-21,22.03,184.0,33.0,Defender,Central Defender,asvxbmdd5j5tlz2fo1jpcrrx0,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,538671,asvxbmdd5j5tlz2fo1jpcrrx0
João Cancelo,121145.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,João Pedro,Cavaco Cancelo,1994-05-27,32.27,178.0,0.0,Defender,Full Back,29pq64smaxdwlraopnxoleqxh,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,6.0,65.62,5.0,40.74,0.0,0.0,0.0,0.0,10.937,8.148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,121145.0,10.0,1.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,João Pedro,Cavaco Cancelo,1994-05-27,32.27,178.0,0.0,Defender,Full Back,29pq64smaxdwlraopnxoleqxh,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,121145.0,10.0,1.0,12.0,8.0,66.67,6.0,4.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,João Pedro,Cavaco Cancelo,1994-05-27,32.27,178.0,0.0,Defender,Full Back,29pq64smaxdwlraopnxoleqxh,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,121145,29pq64smaxdwlraopnxoleqxh
Juan Carlos Arana,553751.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Carlos,Arana,2000-02-08,26.57,189.0,9.0,Forward,Striker,2x4hjas6370jgze21paqzpboq,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,553751.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Carlos,Arana,2000-02-08,26.57,189.0,9.0,Forward,Striker,2x4hjas6370jgze21paqzpboq,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,553751.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Carlos,Arana,2000-02-08,26.57,189.0,9.0,Forward,Striker,2x4hjas6370jgze21paqzpboq,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,553751,2x4hjas6370jgze21paqzpboq
Juan Cruz,451281.0,2.0,79.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Juan,Cruz,2000-04-25,26.36,182.0,19.0,Midfielder,0,4jjk6jqgz3w4uvm3bvhl9t016,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,4.0,51.785,3.0,41.265,1.0,0.0,0.0,0.0,12.946,13.755,1.0,0.0,5.0,0.0,0.0,5.0,2.0,40.0,1.0,1.0,100.0,,,,,,,,,,451281.0,79.0,2.0,0.0,0.0,0.0,0.0,0.02,0.017,0.0,0.0,Juan,Cruz,2000-04-25,26.36,182.0,19.0,Midfielder,0,4jjk6jqgz3w4uvm3bvhl9t016,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,451281.0,79.0,2.0,19.0,19.0,100.0,10.0,10.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,Juan,Cruz,2000-04-25,26.36,182.0,19.0,Midfielder,0,4jjk6jqgz3w4uvm3bvhl9t016,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,451281,4jjk6jqgz3w4uvm3bvhl9t016
Juan Foyth,234908.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan,Foyth,1998-01-12,28.64,449.0,8.0,Defender,Full Back,5soi8e2hlk77rlsbsl76hg3xl,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,29.0,273.691,20.0,211.05,0.0,0.0,0.0,0.0,9.438,10.552,1.0,5.0,12.0,7.0,12.0,2.0,1.0,50.0,5.0,5.0,100.0,,,,,,,,,,234908.0,180.0,2.0,1.0,1.0,0.75,0.0,0.326,0.325,0.0,0.0,Juan,Foyth,1998-01-12,28.64,449.0,8.0,Defender,Full Back,5soi8e2hlk77rlsbsl76hg3xl,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,234908.0,180.0,2.0,143.0,130.0,90.91,26.0,21.0,80.77,0.0,0.0,0.0,0.0,0.0,0.0,Juan,Foyth,1998-01-12,28.64,449.0,8.0,Defender,Full Back,5soi8e2hlk77rlsbsl76hg3xl,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,234908,5soi8e2hlk77rlsbsl76hg3xl
Juan Iglesias,464283.0,2.0,180.0,0.0,0.06,-0.06,1.0,1.0,0.0,0.06,Juan,Iglesias,1998-07-03,28.17,179.0,2.0,Defender,Full Back,5lzbyj5i0cotpry4gneap8c89,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,9.0,106.075,5.0,46.62,0.0,0.0,1.0,0.0,11.786,9.324,5.0,0.0,5.0,1.0,10.0,18.0,12.0,66.667,4.0,1.0,25.0,,,,,,,,,,464283.0,180.0,2.0,2.0,2.0,5.26,0.0,0.101,0.095,0.0,0.0,Juan,Iglesias,1998-07-03,28.17,179.0,2.0,Defender,Full Back,5lzbyj5i0cotpry4gneap8c89,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,464283.0,180.0,2.0,40.0,25.0,62.5,19.0,6.0,31.58,4.0,2.0,50.0,0.0,0.0,0.0,Juan,Iglesias,1998-07-03,28.17,179.0,2.0,Defender,Full Back,5lzbyj5i0cotpry4gneap8c89,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,464283,5lzbyj5i0cotpry4gneap8c89
Juani,706221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Francisco,Fernández Martin,2007-01-17,19.62,182.0,32.0,Forward,0,706221,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,706221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Francisco,Fernández Martin,2007-01-17,19.62,182.0,32.0,Forward,0,706221,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,706221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juan Francisco,Fernández Martin,2007-01-17,19.62,182.0,32.0,Forward,0,706221,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,706221,706221
Jude Bellingham,244855.0,2.0,158.0,1.0,0.27,0.73,3.0,2.0,33.33,0.09,Jude,Bellingham,2003-06-29,23.18,186.0,5.0,Midfielder,Central Midfielder,e83ula4wockmc2xid7185kcq2,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,34.0,390.598,13.0,178.71,1.0,0.0,3.0,1.0,11.488,13.747,4.0,0.0,6.0,0.0,2.0,27.0,15.0,55.556,3.0,2.0,66.667,,,,,,,,,,244855.0,158.0,2.0,6.0,6.0,5.06,0.0,0.629,0.629,2.0,2.0,Jude,Bellingham,2003-06-29,23.18,186.0,5.0,Midfielder,Central Midfielder,e83ula4wockmc2xid7185kcq2,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,244855.0,158.0,2.0,81.0,77.0,95.06,27.0,24.0,88.89,0.0,0.0,0.0,1.0,1.0,100.0,Jude,Bellingham,2003-06-29,23.18,186.0,5.0,Midfielder,Central Midfielder,e83ula4wockmc2xid7185kcq2,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,244855,e83ula4wockmc2xid7185kcq2
Julen Agirrezabala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,100.0,0.0,3.0,5.0,62.5,-0.59,0.67,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470508,1tctbwsidibct7wphjgv8mdm2
Julen Lobete,495392.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julen,Lobete,2000-09-18,25.96,182.0,24.0,Forward,Winger,a0i7hc92p5ijqi4jqw8krh8x6,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,2.0,39.89,2.0,27.3,0.0,0.0,0.0,0.0,19.945,13.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,495392.0,5.0,1.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,Julen,Lobete,2000-09-18,25.96,182.0,24.0,Forward,Winger,a0i7hc92p5ijqi4jqw8krh8x6,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,495392.0,5.0,1.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Julen,Lobete,2000-09-18,25.96,182.0,24.0,Forward,Winger,a0i7hc92p5ijqi4jqw8krh8x6,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,495392,a0i7hc92p5ijqi4jqw8krh8x6
Jules Koundé,220325.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jules,Koundé,1998-11-12,27.81,178.0,23.0,Defender,Central Defender,cscn06kwqfzo09h0dc5ybt1pl,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,3.0,27.705,1.0,8.19,0.0,0.0,0.0,0.0,9.235,8.19,0.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,,,,,,,,,,220325.0,10.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Jules,Koundé,1998-11-12,27.81,178.0,23.0,Defender,Central Defender,cscn06kwqfzo09h0dc5ybt1pl,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,220325.0,10.0,1.0,15.0,14.0,93.33,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Jules,Koundé,1998-11-12,27.81,178.0,23.0,Defender,Central Defender,cscn06kwqfzo09h0dc5ybt1pl,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,220325,cscn06kwqfzo09h0dc5ybt1pl
Julio Díaz,551311.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julio,Díaz,2005-01-10,21.64,179.0,3.0,Defender,Full Back,9mh4ven84dualv113vxinqn10,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,,,,,,,,,,551311.0,12.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Julio,Díaz,2005-01-10,21.64,179.0,3.0,Defender,Full Back,9mh4ven84dualv113vxinqn10,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,551311.0,12.0,1.0,4.0,3.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Julio,Díaz,2005-01-10,21.64,179.0,3.0,Defender,Full Back,9mh4ven84dualv113vxinqn10,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,551311,9mh4ven84dualv113vxinqn10
Julián Alvarez,461358.0,1.0,24.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Julián,Alvarez,2000-01-31,26.59,175.0,19.0,Forward,Striker,9ikkuxd19avliz1khcrm82gyy,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,1.0,8.338,0.0,-8.085,0.0,0.0,0.0,0.0,8.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,461358.0,24.0,1.0,1.0,1.0,12.5,0.0,0.017,0.017,0.0,0.0,Julián,Alvarez,2000-01-31,26.59,175.0,19.0,Forward,Striker,9ikkuxd19avliz1khcrm82gyy,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,461358.0,24.0,1.0,10.0,9.0,90.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Julián,Alvarez,2000-01-31,26.59,175.0,19.0,Forward,Striker,9ikkuxd19avliz1khcrm82gyy,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,461358,9ikkuxd19avliz1khcrm82gyy
Junior Firpo,443967.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Junior,Firpo,1996-08-22,30.03,185.0,23.0,Defender,Full Back,9rfwfsz5cmckyjripqgtbc7op,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,7.0,89.243,4.0,60.375,0.0,0.0,0.0,0.0,12.749,15.094,2.0,0.0,2.0,0.0,1.0,6.0,3.0,50.0,2.0,2.0,100.0,,,,,,,,,,443967.0,59.0,1.0,1.0,1.0,2.38,0.0,0.068,0.068,0.0,0.0,Junior,Firpo,1996-08-22,30.03,185.0,23.0,Defender,Full Back,9rfwfsz5cmckyjripqgtbc7op,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,443967.0,59.0,1.0,43.0,39.0,90.7,11.0,11.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,Junior,Firpo,1996-08-22,30.03,185.0,23.0,Defender,Full Back,9rfwfsz5cmckyjripqgtbc7op,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,443967,9rfwfsz5cmckyjripqgtbc7op
Justin de Haas,467622.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin,de Haas,2000-02-01,26.59,191.0,12.0,Defender,Central Defender,1hpdh3zi8zwjmsajy592mukfd,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,4.0,39.25,2.0,10.29,0.0,0.0,0.0,0.0,9.812,5.145,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,467622.0,45.0,1.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,Justin,de Haas,2000-02-01,26.59,191.0,12.0,Defender,Central Defender,1hpdh3zi8zwjmsajy592mukfd,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,467622.0,45.0,1.0,36.0,34.0,94.44,3.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,Justin,de Haas,2000-02-01,26.59,191.0,12.0,Defender,Central Defender,1hpdh3zi8zwjmsajy592mukfd,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,467622,1hpdh3zi8zwjmsajy592mukfd
Kareem Tunde,645755.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kareem,Tunde,2005-08-19,21.04,855.0,19.0,Forward,Winger,20s72mrpp0gl3hd333zaows2c,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,1.0,6.964,1.0,6.615,0.0,0.0,0.0,0.0,6.964,6.615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,645755.0,14.0,1.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,Kareem,Tunde,2005-08-19,21.04,855.0,19.0,Forward,Winger,20s72mrpp0gl3hd333zaows2c,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,645755.0,14.0,1.0,2.0,1.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Kareem,Tunde,2005-08-19,21.04,855.0,19.0,Forward,Winger,20s72mrpp0gl3hd333zaows2c,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,645755,20s72mrpp0gl3hd333zaows2c
Karim Adeyemi,453750.0,1.0,65.0,1.0,0.52,0.48,1.0,1.0,100.0,0.52,Karim,Adeyemi,2002-01-18,24.62,178.0,14.0,Forward,Striker,ebj6t5jqzixrnww1z7qofznu2,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,11.0,145.309,6.0,30.45,0.0,0.0,0.0,0.0,13.21,5.075,0.0,0.0,1.0,0.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,,,,,,,,,,453750.0,65.0,1.0,1.0,1.0,5.0,0.0,0.051,0.051,0.0,0.0,Karim,Adeyemi,2002-01-18,24.62,178.0,14.0,Forward,Striker,ebj6t5jqzixrnww1z7qofznu2,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,453750.0,65.0,1.0,20.0,11.0,55.0,7.0,3.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,Karim,Adeyemi,2002-01-18,24.62,178.0,14.0,Forward,Striker,ebj6t5jqzixrnww1z7qofznu2,agh9ifb2mw3ivjusgedj7c3fe,FC Barcelona,Barcelona,Barcelona,BAR,453750,ebj6t5jqzixrnww1z7qofznu2
Karl Etta Eyong,588010.0,2.0,46.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Karl,Etta Eyong,2003-10-14,22.88,855.0,21.0,Forward,Striker,bl3o0pt262qax5cwv4jeu82s4,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,1.0,7.317,1.0,6.615,0.0,0.0,0.0,0.0,7.317,6.615,0.0,0.0,2.0,0.0,0.0,5.0,1.0,20.0,3.0,1.0,33.333,,,,,,,,,,588010.0,46.0,2.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,Karl,Etta Eyong,2003-10-14,22.88,855.0,21.0,Forward,Striker,bl3o0pt262qax5cwv4jeu82s4,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,588010.0,46.0,2.0,4.0,3.0,75.0,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Karl,Etta Eyong,2003-10-14,22.88,855.0,21.0,Forward,Striker,bl3o0pt262qax5cwv4jeu82s4,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,588010,bl3o0pt262qax5cwv4jeu82s4
