Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
L. Kübler,Freiburg,33,1757,8.3,6.3,66.67,3.94,53.25,0.2,0.28,0.51,3.89,5.34,1.02,0.15,0.0,0.97,0.1,0.1,0.15,0.0,0.67,38.46,15.385,0.1,1.43,39.29,0.1,0.0,1.33,42.31,0.05,0.2,75.0,1.33,50.0,1.33,0.51,0.0,25.3,1.02,0.46,35.29,80.7,12.4,69.83,6.04,95.76,10.09,82.23,30.38,86.51,3.64,46.48,18.39,25.6,0.05,0.51,0.0,0.0,0.0,0.0,0.41,3.89,68.42,1.69,48.48,0.26,40.0,0.51,0.51,6.51,62.99,0,,0,,0,0.0,0.0,0.0,,,1.54,,,0.0,0.0,0.0,0.0,0,0.0,23,13.27,58.3,-17.38,0.35,0.14,1.16,19.3,0.2,0.2,0.2,0.22,-0.05,0.67,0.05,2.0,0.15,0.26,0.56,0.66,4.2,2.1,28.48,8.66,26.28,1.69,2.66,0.82,0.1,4.1,6.81,,7.48,0.82,7.02,7.74,76.39,0.17,0,0.15,0.22,0.2,33.6,20.89,19.37,1.52,0.45,1.99,0.6,0.3,FB
R. Kristensen,Eintracht Frankfurt,28,1709,9.27,6.79,63.57,3.58,61.76,0.32,0.42,0.11,4.63,6.11,1.21,0.26,0.05,1.37,0.11,0.11,0.04,0.11,0.63,41.67,16.667,0.0,2.05,12.82,0.0,0.0,2.05,12.82,0.47,1.42,55.56,3.95,46.67,1.42,1.63,0.16,42.02,2.21,0.68,54.35,80.62,23.43,74.83,6.37,91.74,15.9,84.11,47.13,87.49,5.16,44.9,18.66,32.78,0.07,0.37,0.11,0.11,0.11,50.0,0.05,7.79,65.54,2.9,40.0,0.74,21.43,1.05,0.21,10.53,73.0,0,,0,,0,0.0,0.0,0.0,,,1.21,,,0.0,0.0,0.0,0.0,0,0.0,22,16.43,56.73,-16.28,0.43,0.13,0.09,19.38,0.11,0.11,0.11,0.06,0.07,2.75,-0.07,0.0,0.79,0.26,0.26,1.84,4.32,2.21,43.82,17.53,41.23,2.32,5.11,1.16,0.16,7.69,10.53,,12.64,-3.37,12.16,9.32,77.68,0.12,0,0.04,0.06,0.11,51.29,23.71,20.53,3.18,0.08,1.23,2.77,0.21,FB
J. Castrop,Borussia Mgladbach,22,1706,9.07,8.07,63.4,1.37,34.62,0.47,0.54,0.11,3.48,3.99,1.64,0.11,0.11,2.48,0.16,0.16,0.15,0.05,1.42,40.74,11.111,0.05,1.16,40.91,0.74,35.71,0.37,42.86,0.05,3.17,43.33,8.7,36.36,2.22,2.22,0.26,19.99,1.53,1.32,27.91,74.86,9.07,58.14,6.91,92.37,6.49,75.61,23.74,80.89,3.01,40.35,16.83,29.26,0.05,0.63,0.11,0.0,0.05,100.0,0.21,2.95,50.0,2.06,46.15,0.53,40.0,0.9,0.42,4.85,56.52,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.0,0.0,0.0,0.0,0,0.0,26,21.89,47.95,-30.97,0.32,0.18,0.75,25.14,0.21,0.21,0.2,0.11,0.01,1.07,0.0,1.0,1.37,0.58,0.47,3.16,5.12,0.47,20.89,5.27,19.2,1.21,1.48,0.95,0.21,2.74,7.02,,12.55,-3.48,7.07,10.5,65.62,0.25,0,0.15,0.11,0.2,29.06,24.33,16.69,7.64,0.52,4.89,10.91,0.55,FB
C. Günter,Freiburg,33,1701,5.03,4.07,64.94,1.11,23.81,0.05,0.07,0.21,2.33,3.02,0.53,0.16,0.0,1.69,0.0,0.0,0.01,0.0,0.48,11.11,0.0,0.16,2.8,50.94,2.75,50.0,0.05,100.0,0.42,0.26,80.0,1.16,40.91,0.58,0.42,0.05,22.59,1.22,0.26,29.74,78.47,10.26,66.49,6.4,94.21,7.88,79.19,22.59,88.29,4.55,47.67,19.26,31.21,0.15,0.85,0.05,0.0,0.0,0.0,0.32,3.17,65.0,2.54,58.33,0.11,50.0,0.32,1.22,6.08,71.3,0,,0,,0,0.0,0.0,0.0,,,0.95,,,0.74,0.05,0.0,0.79,0,0.0,24,8.31,49.04,-21.39,0.34,0.5,1.08,21.53,0.16,0.16,0.16,0.02,-0.01,0.0,0.01,1.07,0.21,0.05,1.43,0.47,2.64,0.26,23.34,6.82,19.94,2.17,2.06,1.48,0.06,4.34,6.4,,7.09,-2.06,6.5,4.08,70.88,0.22,0,0.01,0.02,0.16,27.62,23.53,22.01,1.52,0.04,1.74,0.94,0.0,FB
N. Collins,Eintracht Frankfurt,22,1690,9.64,7.83,69.39,2.08,51.28,0.64,0.93,0.05,3.57,5.21,1.17,0.21,0.0,0.69,0.05,0.05,0.03,0.0,0.27,20.0,20.0,0.11,0.27,40.0,0.0,0.0,0.27,40.0,0.0,0.75,71.43,3.78,42.25,0.21,1.7,0.16,44.2,0.48,1.01,56.5,88.6,22.26,82.54,4.42,93.98,22.37,94.29,52.88,91.34,3.36,49.21,19.38,36.49,0.02,0.16,0.05,0.11,0.0,0.0,0.16,8.47,82.39,0.53,50.0,0.21,50.0,0.16,0.11,9.0,71.6,0,,0,,0,0.0,0.0,0.0,,,2.02,,,0.0,0.0,0.0,0.0,0,0.0,23,16.46,58.9,-8.5,0.39,0.04,0.28,11.4,0.16,0.16,0.05,0.11,0.02,1.67,0.09,5.5,0.54,0.05,0.11,1.6,5.43,1.07,50.06,18.37,48.3,1.65,6.98,0.26,0.1,6.44,6.44,,8.62,1.02,10.7,9.69,73.48,0.08,0,0.03,0.11,0.05,53.84,19.87,16.72,3.16,0.06,0.5,1.39,0.09,FB
J. Thielmann,Köln,23,1675,6.66,4.84,61.11,2.15,45.0,0.32,0.39,0.16,3.39,4.12,0.59,0.21,0.0,2.42,0.16,0.16,0.11,0.0,1.29,45.83,12.5,0.05,1.93,44.44,0.16,0.0,1.77,48.48,0.16,1.13,76.19,3.92,45.21,1.88,1.29,0.27,17.84,1.99,1.29,24.39,74.45,7.41,57.25,5.43,93.07,7.58,80.85,18.43,83.67,4.24,48.1,19.78,29.28,0.07,0.7,0.11,0.0,0.16,66.67,0.32,3.39,58.73,1.93,61.11,0.32,50.0,0.59,0.7,5.1,68.42,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0,26,13.22,50.41,-27.71,0.3,0.29,1.31,25.55,0.21,0.21,0.18,0.09,0.05,1.45,-0.02,0.71,0.86,0.59,0.86,1.77,2.96,0.97,18.16,4.24,15.42,2.04,1.99,1.18,0.16,3.49,6.23,,8.38,-1.72,6.39,6.66,64.42,0.22,0,0.11,0.09,0.18,24.5,26.08,20.82,5.27,0.45,5.27,4.61,0.65,FB
O. Traorè,Heidenheim,28,1666,7.13,5.78,57.94,1.84,41.18,0.22,0.24,0.11,3.57,4.03,1.24,0.11,0.0,1.51,0.0,0.0,0.02,0.0,0.43,12.5,0.0,0.11,2.54,38.3,0.0,0.0,2.54,38.3,0.22,0.97,50.0,3.46,42.19,0.76,1.46,0.27,24.2,1.67,1.03,32.95,77.54,11.45,66.98,6.1,92.92,9.35,86.13,26.96,83.57,3.51,60.0,18.33,27.49,0.09,0.65,0.05,0.0,0.0,0.0,0.43,4.59,68.24,2.81,55.77,0.27,40.0,0.7,0.97,7.51,71.94,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0,26,13.07,49.17,-23.22,0.35,0.27,1.31,22.46,0.11,0.11,0.11,0.05,-0.02,0.0,0.02,1.22,0.48,0.05,0.97,1.46,3.35,0.76,25.55,7.67,22.53,2.11,3.13,1.57,0.11,5.4,7.4,,9.4,-2.27,8.97,6.43,64.08,0.19,0,0.02,0.05,0.11,31.33,28.63,23.97,4.66,0.06,1.37,3.1,0.0,FB
A. Zehnter,Wolfsburg,21,1615,6.35,3.51,57.14,1.62,31.03,0.06,0.07,0.28,4.29,5.1,0.11,0.0,0.0,1.67,0.11,0.11,0.05,0.0,0.56,50.0,20.0,0.0,1.78,56.25,1.78,56.25,0.0,0.0,0.17,0.45,62.5,1.06,36.84,0.89,0.78,0.0,26.3,1.17,0.0,35.44,76.57,13.15,61.02,7.41,98.5,9.53,85.38,28.76,83.91,4.96,40.45,19.69,31.27,0.08,0.61,0.11,0.0,0.11,100.0,0.45,3.9,58.57,1.78,59.38,0.28,40.0,0.39,1.06,8.36,56.0,0,,0,,0,0.0,0.0,0.0,,,1.11,,,0.06,0.0,0.0,0.22,0,0.0,20,7.36,42.42,-22.27,0.37,0.23,1.27,23.43,0.11,0.11,0.13,0.09,0.06,2.2,-0.08,0.0,0.28,0.28,1.0,0.39,2.01,0.5,27.14,8.02,24.13,2.01,2.28,1.06,0.11,4.68,8.3,,8.97,-2.62,9.14,3.12,80.75,0.21,0,0.05,0.09,0.13,32.65,27.99,25.6,2.39,0.15,1.72,1.38,0.34,FB
W. Mikelbrencis,Hamburger SV,22,1542,8.0,7.24,55.65,1.52,30.77,0.18,0.21,0.06,3.79,4.63,1.11,0.18,0.0,3.15,0.0,0.0,0.08,0.0,0.58,50.0,0.0,0.23,3.39,27.59,0.41,14.29,2.98,29.41,0.47,3.21,60.0,5.78,43.43,1.58,2.22,0.41,16.63,1.52,0.29,25.04,67.83,8.81,56.95,4.84,93.98,6.71,58.26,18.68,79.69,3.21,38.18,20.08,30.41,0.21,0.93,0.0,0.0,0.0,0.0,0.53,3.04,57.69,3.39,37.93,0.47,12.5,0.64,1.28,5.66,59.79,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.0,0.0,0.0,0.0,0,0.0,26,16.46,46.1,-34.28,0.35,0.84,2.12,32.17,0.23,0.23,0.29,0.14,-0.08,0.0,0.02,1.1,1.93,0.29,0.94,2.51,4.03,0.47,16.98,5.02,14.89,1.23,1.75,1.29,0.06,3.38,8.06,,11.33,-3.33,7.88,7.59,59.31,0.19,0,0.08,0.14,0.29,24.63,31.99,22.98,9.01,0.32,2.35,13.03,0.0,FB
T. Bischof,Bayern München,20,1478,6.33,5.12,65.48,1.34,59.09,0.06,0.11,0.24,2.92,5.27,0.91,0.12,0.0,1.34,0.18,0.18,0.11,0.0,1.83,30.0,10.0,0.18,1.22,30.0,1.04,29.41,0.18,33.33,0.12,0.73,41.67,3.41,32.14,1.52,1.58,0.12,60.59,0.73,0.49,71.24,91.88,16.62,83.88,15.89,97.7,22.41,94.84,67.83,94.25,2.25,51.35,15.84,24.05,0.08,1.1,0.12,0.0,0.18,66.67,0.24,7.19,87.29,2.31,60.53,0.49,50.0,1.16,0.3,6.45,78.3,0,,0,,0,0.0,0.0,0.0,,,1.46,,,0.24,0.18,0.0,1.1,0,0.0,26,11.57,51.58,-6.12,0.23,0.11,0.34,8.12,0.36,0.36,0.19,0.06,0.07,1.64,0.1,2.25,0.3,0.55,0.37,1.1,3.35,0.79,65.46,13.94,63.93,1.16,6.28,1.4,0.24,5.05,5.78,,8.1,-1.77,8.03,5.97,56.85,0.22,0,0.11,0.06,0.19,66.92,12.0,9.64,2.36,0.16,2.73,1.09,0.27,FB
H. Behrens,Heidenheim,21,1455,9.03,6.68,56.48,2.16,48.57,0.25,0.29,0.37,5.01,5.86,0.25,0.0,0.0,1.79,0.06,0.06,0.02,0.0,0.56,44.44,11.111,0.06,2.66,30.23,2.35,31.58,0.25,25.0,0.31,1.55,48.0,5.57,45.56,0.93,0.99,0.19,19.92,0.93,1.67,31.42,71.65,13.48,62.39,4.7,92.11,8.66,78.57,25.05,80.25,3.84,43.55,20.2,30.9,0.13,1.24,0.0,0.06,0.06,0.0,0.19,4.33,55.71,3.03,40.82,0.62,40.0,0.56,0.93,6.62,58.88,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.12,0.0,0.0,1.18,0,0.0,16,16.7,51.85,-28.94,0.43,0.41,0.6,28.35,0.12,0.12,0.15,0.04,0.04,3.0,-0.07,0.46,0.74,0.25,0.8,2.54,3.77,1.05,22.51,8.41,20.1,1.67,2.41,1.24,0.25,3.9,8.91,,11.94,-2.91,7.61,8.66,90.94,0.15,0,0.02,0.04,0.15,28.95,26.29,22.87,3.42,0.07,1.93,5.35,0.21,FB
L. Ullrich,Borussia Mgladbach,22,1431,8.55,6.79,65.74,1.13,55.56,0.19,0.21,0.19,3.9,4.42,1.01,0.13,0.0,2.01,0.0,0.0,0.04,0.0,0.63,10.0,0.0,0.0,2.58,36.59,2.52,37.5,0.06,0.0,0.19,1.95,51.61,4.21,40.3,1.19,1.57,0.31,24.53,1.13,0.69,33.33,75.28,13.4,67.61,6.79,90.74,7.48,73.95,25.72,84.11,5.41,48.84,19.48,30.46,0.02,0.57,0.13,0.0,0.0,0.0,0.25,3.33,64.15,2.58,53.66,0.5,50.0,0.69,0.82,7.42,54.24,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.0,0.0,0.0,0.19,0,0.0,23,14.4,55.02,-25.43,0.4,0.06,0.75,24.72,0.0,0.0,0.06,0.06,-0.04,0.0,-0.02,0.0,1.01,0.06,0.94,1.7,4.46,0.63,25.09,9.06,21.63,2.64,2.14,1.38,0.25,4.02,8.24,,10.75,-2.2,8.99,7.92,62.22,0.2,0,0.04,0.06,0.06,33.08,27.18,22.43,4.75,0.12,1.9,5.89,0.0,FB
O. Deman,Werder Bremen,26,1384,7.48,5.98,60.87,2.8,53.49,0.39,0.52,0.26,3.45,4.62,1.17,0.2,0.0,2.21,0.07,0.07,0.03,0.0,0.65,30.0,10.0,0.07,3.25,30.0,3.12,31.25,0.13,0.0,0.33,1.43,68.18,3.51,50.0,1.82,0.65,0.07,32.06,1.43,0.85,42.59,77.71,13.72,65.88,8.13,91.2,12.88,83.33,35.44,85.87,4.1,44.44,19.82,37.39,0.04,0.85,0.0,0.0,0.13,50.0,0.26,4.49,56.52,2.8,48.84,0.26,25.0,0.91,0.85,7.28,63.39,0,,0,,0,0.0,0.0,0.0,,,0.98,,,0.2,0.07,0.0,0.98,0,0.0,16,14.83,54.39,-20.95,0.32,0.09,0.61,22.29,0.14,0.14,0.07,0.05,0.04,2.33,0.03,1.75,0.97,0.2,0.98,1.76,3.64,1.5,33.1,9.04,30.43,1.82,2.54,1.37,0.06,4.61,9.49,,11.25,-3.77,7.93,8.07,86.5,0.19,0,0.03,0.05,0.07,39.54,20.06,18.41,1.64,0.08,1.64,3.62,0.18,FB
J. Maehle,Wolfsburg,29,1365,9.23,6.66,72.28,1.32,45.0,0.53,0.62,0.07,3.89,4.6,0.53,0.07,0.0,0.92,0.07,0.07,0.03,0.0,0.86,15.38,7.692,0.07,1.45,18.18,1.05,18.75,0.4,16.67,0.26,2.44,21.62,5.14,24.36,1.45,1.12,0.2,25.05,0.86,0.4,34.29,83.08,11.54,76.0,5.47,96.39,9.49,83.33,30.2,88.43,2.7,56.1,15.45,25.27,0.08,0.66,0.0,0.0,0.0,0.0,0.26,2.7,80.49,1.91,37.93,0.13,50.0,0.59,0.26,6.0,60.44,0,,0,,0,0.0,0.0,0.0,,,0.4,,,0.0,0.0,0.0,0.0,0,0.0,16,14.44,50.23,-20.94,0.34,0.23,0.76,16.92,0.14,0.14,0.11,0.03,0.04,2.33,-0.01,0.88,0.53,0.13,0.26,1.25,4.81,0.59,28.49,8.77,26.71,1.51,2.17,0.72,0.06,3.63,5.8,,9.69,-0.46,7.12,7.25,85.31,0.16,0,0.03,0.03,0.11,34.28,20.77,17.5,3.27,0.09,2.51,7.12,0.2,FB
J. Makengo,Freiburg,24,1329,7.58,6.16,61.54,2.23,60.61,0.07,0.09,0.54,3.72,4.78,0.68,0.07,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.37,40.0,2.3,41.18,0.0,0.0,0.14,0.81,41.67,2.98,38.64,0.2,1.49,0.14,23.57,0.74,0.61,32.44,84.55,11.99,77.4,7.45,96.36,8.06,86.55,27.83,89.54,2.57,68.42,18.07,26.62,0.06,0.34,0.07,0.0,0.0,0.0,0.34,2.98,86.36,2.23,51.52,0.14,50.0,0.34,0.88,4.54,65.67,0,,0,,0,0.0,0.0,0.0,,,1.42,,,0.0,0.0,0.0,0.0,0,0.0,20,12.93,54.45,-16.63,0.37,0.18,1.05,15.45,0.07,0.07,0.06,,0.0,,0.01,1.17,0.34,0.0,0.95,1.15,3.79,1.35,27.43,9.28,24.92,1.76,2.57,1.15,0.07,2.98,5.01,,6.84,0.74,6.03,7.04,66.45,0.23,0,0.0,,0.06,31.15,19.36,14.57,4.78,0.0,0.0,2.6,0.0,FB
Arthur,Bayer Leverkusen,23,1254,6.53,5.38,56.0,2.01,46.43,0.0,0.0,0.14,3.52,4.77,1.44,0.22,0.0,2.3,0.07,0.07,0.1,0.0,0.72,20.0,10.0,0.22,2.73,28.95,0.07,0.0,2.58,27.78,0.43,3.09,44.19,6.82,27.37,1.44,1.22,0.22,26.91,2.22,0.72,35.53,81.21,7.97,66.67,10.84,96.03,9.98,77.7,30.07,88.54,2.87,52.5,17.19,25.22,0.1,0.86,0.07,0.07,0.0,0.0,0.57,2.15,83.33,2.8,48.72,0.14,0.0,0.79,0.86,5.45,60.53,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.0,0.0,0.0,0.0,0,0.0,20,16.72,41.63,-24.69,0.22,0.28,1.6,18.79,0.29,0.29,0.2,0.14,-0.03,0.7,0.12,2.2,1.37,0.14,0.79,1.87,3.01,0.93,28.85,5.31,26.62,1.51,1.79,1.36,0.0,3.3,6.68,,11.63,-5.1,6.67,6.96,62.7,0.31,0,0.1,0.14,0.2,33.44,19.95,16.3,3.65,0.3,2.15,9.24,0.21,FB
L. Assignon,Stuttgart,25,1221,6.04,4.94,55.22,3.39,34.78,0.15,0.24,0.15,3.17,5.12,1.33,0.22,0.07,2.36,0.0,0.0,0.06,0.0,0.88,33.33,0.0,0.0,3.02,39.02,0.0,0.0,3.02,39.02,0.37,1.77,45.83,5.16,38.57,1.84,1.77,0.52,28.82,1.03,0.59,38.26,81.7,10.84,71.43,10.02,94.12,10.17,82.61,33.32,87.17,1.99,51.85,17.1,17.38,0.05,0.66,0.0,0.0,0.07,100.0,0.52,3.98,83.33,2.73,51.35,0.07,0.0,0.81,1.25,6.63,68.89,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.0,0,0.0,24,15.55,43.6,-20.8,0.28,0.13,1.36,18.3,0.0,0.0,0.11,0.07,-0.06,0.0,-0.05,0.0,0.81,0.29,1.18,1.99,2.73,1.18,31.26,7.74,29.05,1.03,3.32,1.4,0.0,4.57,7.0,,10.17,-4.13,8.4,6.78,50.88,0.26,0,0.06,0.07,0.11,34.86,24.1,19.02,5.08,0.17,2.52,5.08,0.0,FB
M. Saliakas,St. Pauli,29,1200,8.33,6.53,67.82,1.5,35.0,0.45,0.49,0.08,3.45,3.73,0.38,0.23,0.0,1.95,0.08,0.08,0.04,0.0,1.13,20.0,6.667,0.23,3.53,36.17,0.0,0.0,3.53,36.17,0.3,0.53,42.86,2.03,40.74,1.2,1.58,0.3,33.9,1.13,0.45,43.28,74.52,15.23,57.64,8.55,92.11,13.05,81.03,33.53,83.0,6.38,50.59,20.51,40.84,0.07,1.05,0.0,0.0,0.23,100.0,0.53,5.7,57.89,4.65,46.77,1.05,50.0,1.2,1.13,9.98,70.68,0,,0,,0,0.0,0.0,0.0,,,0.98,,,0.0,0.0,0.0,0.38,0,0.0,17,11.7,56.41,-23.22,0.35,0.16,1.22,25.48,0.31,0.31,0.11,0.04,0.04,2.0,0.16,3.29,0.23,0.23,1.28,0.83,4.43,0.52,32.25,8.78,27.83,3.23,3.3,2.17,0.52,7.05,11.03,,12.23,-3.9,11.56,6.6,70.59,0.2,0,0.04,0.04,0.11,42.23,27.37,23.63,3.74,0.09,2.68,1.26,0.19,FB
T. Rothe,Union Berlin,21,1193,10.26,6.11,69.14,3.47,45.65,0.6,0.69,0.23,5.43,6.24,0.75,0.08,0.08,2.19,0.15,0.15,0.15,0.08,1.36,27.78,11.111,0.0,2.49,33.33,2.49,33.33,0.0,0.0,0.45,2.04,48.15,4.98,40.91,2.49,0.98,0.0,22.18,1.21,0.45,30.93,73.9,12.52,65.66,4.53,93.33,7.92,77.14,25.42,82.2,3.09,36.59,18.33,22.49,0.08,0.91,0.0,0.0,0.0,0.0,0.38,3.77,52.0,2.49,45.45,0.08,0.0,0.6,0.91,5.73,65.79,0,,0,,0,0.0,0.0,0.0,,,0.6,,,0.0,0.0,0.0,0.0,0,0.0,21,17.35,53.48,-26.99,0.4,0.26,1.23,26.1,0.15,0.15,0.23,0.11,0.0,1.0,-0.08,0.0,0.98,0.38,0.83,2.04,4.22,1.58,22.86,8.22,20.9,1.13,1.96,1.13,0.0,3.77,8.07,,11.02,-0.76,6.71,9.28,56.81,0.15,0,0.15,0.11,0.23,32.44,20.68,17.66,3.02,0.46,4.19,6.29,0.46,FB
M. Wolf,Augsburg,31,1156,7.08,4.9,60.32,1.71,36.36,0.62,0.8,0.0,3.5,4.49,0.86,0.31,0.0,2.41,0.08,0.08,0.09,0.0,0.86,36.36,9.091,0.08,3.35,44.19,0.39,40.0,2.96,44.74,0.39,1.95,28.0,4.13,24.53,2.26,1.32,0.23,21.57,1.71,0.16,29.82,65.27,11.83,56.58,6.15,89.87,6.23,67.5,22.66,71.13,4.05,50.0,18.52,26.74,0.25,1.17,0.08,0.0,0.08,100.0,0.78,4.13,49.06,3.74,60.42,0.54,14.29,1.09,1.4,7.08,72.53,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.0,0.0,0.0,0.0,0,0.0,29,12.38,44.03,-37.28,0.4,0.84,2.62,34.73,0.16,0.16,0.34,0.1,-0.01,0.89,-0.17,0.32,0.55,0.31,1.48,1.01,2.96,0.62,19.46,6.69,16.12,2.02,2.03,2.26,0.08,5.14,10.36,,13.47,-6.39,8.4,5.45,39.86,0.21,0,0.09,0.1,0.34,28.65,29.32,24.71,4.61,0.31,3.0,6.81,0.28,FB
Yan Couto,Borussia Dortmund,23,1127,6.71,5.91,47.3,1.28,12.5,0.24,0.33,0.08,3.67,5.11,1.44,0.32,0.0,3.11,0.16,0.16,0.05,0.0,0.64,50.0,25.0,0.16,3.11,38.46,0.08,0.0,3.03,39.47,0.56,3.03,52.63,6.23,39.74,1.84,1.84,0.4,33.62,2.32,1.04,40.41,79.25,11.26,70.92,11.9,93.29,9.58,77.5,34.34,85.58,2.95,48.65,17.37,21.76,0.2,1.28,0.24,0.0,0.0,0.0,0.64,3.43,67.44,3.83,47.92,0.32,25.0,1.04,1.28,7.83,80.61,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.88,0.0,0.0,1.12,0,0.0,19,15.25,40.31,-22.9,0.28,0.49,1.58,20.75,0.32,0.32,0.25,0.08,0.11,3.2,-0.04,0.8,1.59,0.32,1.2,2.48,2.8,0.16,32.02,7.99,29.39,1.44,2.31,1.84,0.08,6.31,8.39,,12.14,-5.43,9.67,6.15,59.32,0.29,0,0.05,0.08,0.25,40.33,23.98,19.41,4.56,0.12,1.59,7.51,0.4,FB
G. Gocholeishvili,Hamburger SV,25,1095,6.41,7.23,46.59,2.63,28.13,0.08,0.11,0.16,2.96,3.93,1.15,0.16,0.08,3.45,0.0,0.0,0.07,0.0,0.9,18.18,0.0,0.08,2.3,46.43,0.16,50.0,2.05,44.0,0.08,4.19,52.94,9.12,38.74,1.73,1.97,0.41,15.7,0.9,1.56,23.18,74.82,7.23,57.95,5.01,96.72,7.56,79.35,17.1,83.17,3.86,55.32,21.2,31.23,0.06,0.74,0.08,0.0,0.0,0.0,0.41,3.12,57.89,1.89,52.17,0.49,33.33,0.41,0.9,5.42,57.58,0,,0,,0,0.0,0.0,0.0,,,0.82,,,0.08,0.0,0.0,0.0,0,0.0,24,20.79,40.32,-33.3,0.31,0.26,1.77,25.18,0.08,0.08,0.13,0.08,-0.07,0.0,0.02,1.33,2.22,0.16,1.07,3.53,3.37,0.74,17.34,4.19,14.22,2.14,1.81,0.99,0.16,3.12,5.84,,11.42,-5.01,7.39,8.38,45.62,0.22,0,0.07,0.08,0.13,22.11,33.42,24.51,8.91,0.32,4.07,18.95,0.0,FB
L. Ritzka,St. Pauli,28,1044,11.72,9.57,71.17,3.1,47.22,0.17,0.17,0.43,4.74,4.58,1.12,0.09,0.0,0.6,0.0,0.0,0.02,0.0,0.26,33.33,0.0,0.0,1.81,23.81,1.81,23.81,0.0,0.0,0.26,0.43,20.0,1.38,31.25,0.52,0.17,0.09,24.31,0.95,0.34,34.48,71.75,14.91,63.58,4.66,87.04,8.97,80.77,27.33,80.44,5.43,42.86,21.73,30.97,0.04,0.52,0.0,0.0,0.0,0.0,0.34,4.74,49.09,1.55,33.33,0.26,33.33,0.26,0.43,7.93,59.78,0,,0,,0,0.0,0.0,0.0,,,0.78,,,0.0,0.0,0.0,0.0,0,0.0,21,16.12,57.75,-25.61,0.43,0.12,0.99,28.25,0.0,0.0,0.06,0.08,-0.02,0.0,-0.04,0.0,0.09,0.09,0.43,0.43,6.81,1.46,24.74,9.48,21.98,2.33,2.33,0.52,0.09,4.74,9.74,,10.69,1.03,8.1,9.31,49.71,0.14,0,0.02,0.08,0.06,36.03,22.48,22.01,0.47,0.06,0.72,1.19,0.0,FB
