Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
L. Banda,Lecce,25,1866,5.4,5.98,56.45,1.88,33.33,0.43,0.53,0.0,1.59,1.95,2.12,0.29,0.05,4.87,0.24,0.24,0.13,0.0,1.78,43.24,13.514,0.19,3.71,19.48,3.38,21.43,0.34,0.0,0.19,7.28,46.36,15.63,40.74,2.41,3.04,0.63,13.65,1.25,2.22,19.63,71.25,3.52,69.86,5.31,91.82,6.46,58.96,15.68,83.69,0.39,37.5,18.59,7.97,0.12,0.96,0.0,0.0,0.0,0.0,0.48,0.87,44.44,2.94,32.79,0.05,0.0,0.53,0.82,2.36,59.18,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.68,0.14,33.33,0.68,0,0.0,32,25.61,42.75,-40.37,0.18,0.61,2.45,28.75,0.43,0.43,0.25,0.07,0.11,1.85,0.07,1.58,3.38,0.77,0.72,6.37,3.38,0.63,13.99,2.46,13.12,0.15,0.39,0.96,0.0,1.4,5.64,,14.91,-9.51,5.4,10.95,58.31,0.27,0,0.13,0.07,0.25,19.05,28.35,12.39,15.96,0.68,9.34,38.22,1.26,FW
M. Baturina,Como,23,1721,3.77,4.13,51.9,0.94,33.33,0.37,0.6,0.05,1.26,2.06,0.73,0.0,0.0,3.29,0.31,0.31,0.13,0.0,1.41,33.33,22.222,0.16,1.78,61.76,1.36,53.85,0.42,87.5,0.37,3.14,50.0,10.51,44.28,2.3,2.88,0.63,34.88,0.94,2.25,44.5,88.13,8.68,73.49,10.77,95.63,16.63,91.19,41.63,90.33,1.15,50.0,16.3,12.01,0.33,2.56,0.16,0.05,0.26,60.0,1.15,4.03,85.71,3.09,67.8,0.37,42.86,1.88,1.05,5.12,81.63,0,,0,,0,0.0,0.0,0.0,,,0.26,,,0.73,0.1,0.0,2.3,0,0.0,29,17.41,43.24,-18.17,0.2,0.74,2.58,11.87,0.47,0.47,0.46,0.09,0.18,2.38,-0.17,0.48,1.57,0.47,1.1,4.65,2.14,0.31,39.22,6.38,37.6,0.57,3.45,2.1,0.16,4.18,5.28,,11.14,-7.37,8.0,7.53,59.34,0.24,0,0.13,0.09,0.46,38.65,20.7,13.25,7.45,0.34,3.65,8.12,0.8,FW
M. Vojvoda,Como,31,1712,4.73,3.1,57.63,1.31,36.0,0.16,0.25,0.21,2.79,4.48,0.74,0.05,0.0,3.31,0.11,0.11,0.1,0.0,0.95,38.89,11.111,0.05,3.21,40.98,0.11,0.0,3.1,42.37,0.58,2.37,66.67,5.63,37.38,2.16,1.52,0.0,33.59,1.68,0.58,41.9,82.18,10.25,66.67,9.67,93.48,14.09,86.57,36.59,87.64,2.16,51.22,19.3,22.68,0.13,1.26,0.0,0.05,0.05,100.0,0.58,3.68,58.57,3.68,57.14,0.63,41.67,1.16,1.26,7.2,81.02,0,,0,,0,0.0,0.0,0.0,,,1.0,,,0.0,0.0,0.0,0.74,0,0.0,30,11.72,44.39,-20.88,0.24,0.31,1.38,17.82,0.16,0.16,0.23,0.11,0.01,1.1,-0.08,0.38,1.58,0.37,1.32,2.1,1.79,0.47,34.43,6.83,32.07,1.11,2.16,2.1,0.26,5.83,7.47,,10.99,-6.26,8.72,5.2,57.07,0.23,0,0.1,0.11,0.23,38.32,22.76,18.79,3.97,0.26,2.48,6.18,0.29,FW
J. Rowe,Bologna,23,1709,4.63,4.21,57.5,2.32,25.0,0.37,0.56,0.05,1.84,2.79,1.21,0.11,0.0,5.95,0.16,0.16,0.25,0.0,2.37,37.78,6.667,0.11,3.37,26.56,2.84,22.22,0.53,50.0,0.37,6.95,59.09,14.85,48.23,3.79,3.79,0.42,16.75,1.16,2.63,23.28,74.43,4.95,63.83,5.63,95.33,7.37,68.57,18.38,85.96,1.69,40.63,19.35,23.35,0.08,0.74,0.0,0.05,0.05,100.0,0.47,1.95,51.35,3.53,56.72,0.26,40.0,1.16,1.05,3.63,71.01,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.0,0.0,0.0,0.0,0,0.0,28,24.38,46.44,-34.01,0.21,0.34,2.02,25.57,0.27,0.27,0.33,0.11,-0.09,0.64,0.03,1.38,4.11,0.9,0.9,7.16,2.42,0.58,17.33,3.16,15.8,0.69,1.0,2.0,0.1,2.58,5.95,,13.64,-9.01,7.42,11.32,61.04,0.24,0,0.25,0.11,0.33,21.38,34.71,16.98,17.73,1.17,11.09,32.51,0.75,FW
G. Isaksen,Lazio,25,1699,3.87,3.92,51.35,1.7,37.5,0.11,0.13,0.16,1.75,2.06,0.95,0.0,0.0,5.09,0.26,0.26,0.28,0.0,2.33,43.18,11.364,0.05,2.17,36.59,0.11,50.0,2.01,36.84,0.11,6.62,49.6,13.08,44.53,4.29,3.66,0.79,25.32,2.01,3.07,28.5,80.11,4.77,62.22,10.17,95.31,6.99,78.79,25.21,84.66,1.22,65.22,18.05,20.16,0.04,0.58,0.0,0.0,0.05,0.0,0.26,1.27,50.0,1.7,46.88,0.05,0.0,0.58,0.74,2.91,61.82,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.05,0.0,0.0,0.11,0,0.0,30,21.14,44.36,-29.47,0.17,0.14,0.91,19.89,0.31,0.31,0.32,0.12,-0.02,0.93,0.01,1.25,3.28,1.01,0.79,5.82,2.01,0.64,22.83,2.97,21.34,0.8,0.64,0.8,0.0,1.8,5.67,,12.92,-9.05,6.57,9.38,56.63,0.36,0,0.28,0.12,0.32,29.19,22.51,9.97,12.54,0.96,7.98,22.68,0.89,FW
N. Cambiaghi,Bologna,25,1656,5.0,5.54,54.9,1.2,22.73,0.16,0.25,0.05,1.79,2.71,1.68,0.16,0.05,6.3,0.16,0.16,0.17,0.0,1.25,30.43,13.043,0.22,4.18,32.47,3.8,32.86,0.33,16.67,0.82,6.2,71.93,14.46,56.77,2.88,3.15,0.76,16.47,1.68,3.64,24.46,77.78,4.67,67.44,9.73,97.21,6.25,63.48,19.13,90.63,1.52,35.71,19.72,27.92,0.15,0.82,0.0,0.05,0.16,66.67,0.71,1.47,62.96,3.26,50.0,0.16,66.67,0.76,1.2,3.1,82.46,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.0,0.0,0.0,0.0,0,0.0,28,23.91,51.36,-28.08,0.19,0.61,2.9,22.22,0.38,0.38,0.32,0.14,-0.01,0.94,0.07,1.47,4.46,0.38,1.36,8.21,3.04,0.27,19.02,3.15,17.34,0.54,0.93,1.63,0.11,2.56,5.44,,11.69,-6.69,6.25,12.28,59.14,0.4,0,0.17,0.14,0.32,21.47,29.11,14.44,14.67,0.79,5.82,28.88,0.75,FW
F. Parisi,Fiorentina,25,1636,7.65,5.72,56.73,1.54,25.0,0.06,0.08,0.33,4.35,5.95,0.77,0.28,0.0,2.64,0.06,0.06,0.09,0.0,1.27,34.78,4.348,0.06,1.82,24.24,0.88,6.25,0.83,46.67,0.11,3.08,55.36,10.89,52.53,1.71,2.53,0.44,27.62,0.88,3.52,36.8,83.71,9.24,66.07,7.26,97.73,13.2,87.92,31.74,89.43,3.3,61.67,18.37,27.27,0.08,0.88,0.0,0.0,0.11,50.0,0.11,3.69,58.21,2.86,53.85,0.22,25.0,1.1,0.39,5.45,73.74,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.28,0.0,0.0,0.61,0,0.0,23,19.91,50.28,-19.76,0.25,0.22,0.3,16.29,0.12,0.12,0.17,0.07,-0.03,0.67,-0.02,0.75,1.71,0.44,0.44,5.72,3.24,0.38,30.81,6.1,28.39,2.04,2.15,1.54,0.06,4.02,5.99,,11.16,-3.51,7.98,10.01,71.13,0.2,0,0.09,0.07,0.17,35.27,22.63,15.45,7.17,0.26,3.6,8.73,0.17,FW
L. Pellegrini,Roma,29,1548,4.48,3.9,55.22,3.08,35.85,0.17,0.25,0.06,2.15,3.08,1.1,0.12,0.0,2.56,0.23,0.12,0.29,0.0,1.63,42.86,14.286,0.12,2.03,28.57,1.22,23.81,0.81,35.71,0.17,2.44,52.38,6.74,45.69,2.33,2.03,0.23,30.99,0.87,2.27,38.26,76.44,10.64,65.57,8.49,95.21,11.05,78.42,34.59,80.17,1.69,58.62,16.76,26.56,0.17,1.28,0.06,0.06,0.06,0.0,0.35,4.13,63.38,2.79,54.17,0.23,25.0,1.16,0.64,5.23,73.33,0,,0,,0,0.0,0.0,0.0,,,0.17,,,1.51,0.23,0.0,3.49,2,100.0,24,15.93,44.53,-26.15,0.28,0.44,0.91,23.56,0.35,0.24,0.46,0.18,-0.06,0.79,-0.05,0.71,1.28,0.7,0.58,3.08,2.15,1.1,29.25,6.98,27.73,0.99,2.62,1.51,0.06,3.84,9.01,,12.67,-8.19,7.26,7.09,64.5,0.22,2,0.2,0.12,0.37,35.47,20.47,14.74,5.72,0.82,4.6,6.88,0.65,FW
J. Odgaard,Bologna,27,1494,4.52,5.06,57.14,5.24,48.28,0.0,0.0,0.0,1.63,2.61,1.69,0.06,0.0,2.71,0.3,0.3,0.18,0.0,1.93,34.38,15.625,0.0,1.14,57.89,0.42,57.14,0.6,60.0,0.18,2.29,57.89,10.12,38.1,2.23,1.51,0.24,14.4,1.63,1.63,19.4,78.57,6.2,61.17,4.58,93.42,5.84,86.6,17.29,82.58,1.08,38.89,16.95,20.77,0.02,0.54,0.06,0.06,0.12,50.0,0.12,2.29,63.16,1.75,72.41,0.18,33.33,0.84,0.48,3.13,71.15,0,,0,,0,0.0,0.0,0.0,,,0.24,,,0.0,0.0,0.0,0.0,0,0.0,26,23.31,43.93,-33.97,0.32,0.1,0.62,21.43,0.3,0.3,0.2,0.09,0.12,1.67,-0.02,0.0,1.33,0.66,0.66,3.86,2.89,2.53,15.24,3.79,14.28,0.42,1.45,1.27,0.06,2.23,4.16,,10.42,-5.9,4.64,10.24,57.46,0.24,0,0.18,0.09,0.2,18.92,24.52,16.54,7.98,0.95,10.2,12.1,1.59,FW
F. Bernardeschi,Bologna,32,1336,2.76,2.49,56.76,1.35,40.0,0.07,0.11,0.2,1.28,2.0,0.81,0.2,0.0,4.92,0.27,0.2,0.22,0.0,2.63,33.33,10.256,0.07,3.23,41.67,0.74,27.27,2.43,44.44,0.47,5.93,44.32,12.4,32.61,2.76,2.69,0.81,30.38,2.83,0.74,37.72,85.89,7.95,77.12,8.56,96.85,15.7,86.7,30.45,92.26,4.24,69.84,19.74,26.79,0.22,1.62,0.13,0.0,0.07,100.0,0.81,4.45,80.3,4.11,62.3,0.67,40.0,2.16,1.28,6.47,87.5,0,,0,,0,0.0,0.0,0.0,,,0.4,,,0.27,0.27,0.0,1.35,1,100.0,29,17.85,37.74,-25.91,0.21,0.58,2.15,14.11,0.34,0.27,0.44,0.08,0.05,1.23,-0.15,0.32,2.63,0.88,1.35,4.04,1.41,0.54,32.4,6.13,28.09,2.96,3.57,2.56,0.27,5.66,5.32,,13.68,-10.92,9.16,6.74,46.07,0.23,1,0.17,0.06,0.39,33.14,27.64,19.52,8.12,0.66,7.94,17.89,0.81,FW
G. Fabbian,Fiorentina,23,1297,4.3,3.26,65.96,5.2,38.67,0.21,0.3,0.14,1.94,2.75,1.39,0.14,0.0,1.18,0.14,0.14,0.18,0.07,1.32,31.58,10.526,0.0,0.69,20.0,0.28,0.0,0.42,33.33,0.14,1.04,53.33,5.62,40.74,2.91,0.62,0.42,15.34,1.32,1.8,20.47,79.66,5.41,65.38,3.54,94.12,6.59,81.05,18.32,84.47,1.46,47.62,17.11,14.22,0.02,0.35,0.0,0.0,0.07,100.0,0.21,2.08,66.67,0.42,66.67,0.07,100.0,0.42,0.14,2.43,65.71,0,,0,,0,0.0,0.0,0.0,,,0.28,,,0.0,0.0,0.0,0.0,0,0.0,29,16.58,43.93,-27.6,0.26,0.1,1.03,20.34,0.14,0.14,0.2,0.14,-0.04,0.78,-0.02,0.0,0.55,0.42,0.14,2.29,2.15,2.01,16.31,3.54,15.47,0.7,1.39,0.28,0.07,1.6,4.16,,7.49,-3.19,3.05,7.28,44.72,0.17,0,0.18,0.14,0.2,19.64,15.53,12.37,3.16,0.92,6.72,5.3,0.71,FW
K. De Bruyne,Napoli,34,1242,3.84,3.41,57.45,0.8,36.36,0.29,0.45,0.0,1.59,2.5,0.58,0.07,0.0,2.83,0.36,0.14,0.27,0.0,1.88,38.46,19.231,0.14,2.75,28.95,1.01,42.86,1.59,18.18,0.8,1.59,54.55,4.13,35.09,2.17,1.81,0.14,45.51,0.87,0.43,53.99,81.88,14.78,70.1,9.2,96.85,18.91,84.29,48.19,86.92,3.04,50.0,18.06,39.32,0.28,2.39,0.07,0.0,0.72,60.0,0.58,7.9,74.31,4.86,50.75,1.16,43.75,1.59,0.87,7.9,83.49,0,,0,,0,0.0,0.0,0.0,,,0.94,,,0.51,0.22,66.67,2.9,3,100.0,18,9.35,43.41,-19.21,0.27,0.52,1.07,18.12,0.5,0.28,0.55,0.14,0.09,1.33,-0.14,0.5,0.87,0.72,0.8,1.45,1.96,0.29,44.21,10.36,41.89,1.52,5.87,2.47,0.51,6.6,9.78,,12.46,-8.62,9.71,4.06,69.0,0.17,3,0.1,0.06,0.38,49.35,19.68,16.01,3.67,0.55,3.81,3.22,0.73,FW
C. Volpato,Sassuolo,22,1173,4.07,4.37,49.12,1.3,47.06,0.08,0.1,0.08,1.84,2.37,1.46,0.31,0.0,4.14,0.15,0.15,0.15,0.0,1.61,33.33,9.524,0.23,1.76,39.13,0.38,40.0,1.3,41.18,0.08,5.6,50.68,12.35,34.78,2.07,3.53,0.23,25.47,1.3,0.84,31.92,79.33,8.29,62.04,6.98,89.01,10.43,84.56,28.85,82.71,1.53,55.0,16.74,28.48,0.18,1.53,0.08,0.0,0.15,50.0,0.69,3.61,63.83,2.76,55.56,0.23,66.67,1.3,0.61,4.91,73.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.07,0.0,0.0,2.07,0,0.0,24,19.57,39.22,-31.3,0.26,0.56,2.16,20.67,0.38,0.38,0.33,0.09,0.0,1.0,0.05,1.28,2.84,0.54,0.69,4.3,2.15,0.61,25.32,5.14,23.86,0.84,2.3,1.53,0.15,3.61,6.6,,14.65,-10.58,8.44,7.68,48.88,0.22,0,0.15,0.09,0.33,29.54,28.57,16.62,11.95,0.51,5.45,18.96,0.51,FW
R. Sottil,Lecce,26,1148,1.96,2.35,56.67,0.86,0.0,0.0,0.0,0.0,0.63,0.84,0.78,0.08,0.0,6.35,0.08,0.08,0.06,0.0,1.41,16.67,5.556,0.16,4.08,40.38,3.53,40.0,0.55,42.86,0.86,6.98,64.04,14.97,45.03,2.04,3.61,1.02,14.43,1.1,2.12,21.95,75.71,4.63,74.58,6.04,89.61,7.06,72.22,17.48,85.2,0.63,12.5,17.11,12.88,0.24,1.65,0.0,0.0,0.0,0.0,0.78,1.18,66.67,3.21,58.54,0.08,0.0,0.55,1.96,3.53,73.33,0,,0,,0,0.0,0.0,0.0,,,0.16,,,1.8,0.31,25.0,3.53,0,0.0,21,20.23,42.64,-36.01,0.21,1.09,3.55,24.29,0.24,0.24,0.3,0.04,0.02,1.33,-0.08,0.67,4.47,0.24,1.65,6.74,1.33,0.0,16.62,3.45,14.89,0.08,0.79,1.88,0.0,2.59,5.33,,13.56,-11.6,7.14,8.63,54.67,0.28,0,0.06,0.04,0.3,16.39,43.56,21.54,22.03,0.37,8.6,42.59,0.49,FW
Assane Diao,Como,20,1144,4.96,4.09,63.46,2.67,35.29,0.55,0.99,0.0,1.81,3.25,1.18,0.16,0.0,5.74,0.16,0.16,0.18,0.08,2.05,38.46,7.692,0.08,3.15,12.5,1.18,13.33,1.97,12.0,0.39,7.4,60.64,16.28,45.41,3.78,5.82,0.87,23.76,2.28,3.07,27.38,75.0,3.93,44.0,11.25,95.1,7.24,67.39,24.15,83.06,0.16,50.0,16.13,4.49,0.11,0.39,0.0,0.0,0.16,50.0,0.24,1.34,70.59,2.6,24.24,0.16,50.0,0.79,0.31,2.36,60.0,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.0,0,0.0,17,25.41,46.13,-33.87,0.14,0.4,0.88,25.0,0.24,0.24,0.29,0.09,-0.02,0.89,-0.03,0.73,4.49,0.79,0.39,7.39,2.6,0.94,20.54,1.73,20.06,0.08,0.95,0.63,0.08,1.42,6.84,,15.73,-10.77,8.18,11.72,67.29,0.41,0,0.18,0.09,0.29,28.72,28.48,8.22,20.26,0.63,7.14,25.77,0.56,FW
L. Samardžić,Atalanta,24,1142,3.94,4.49,47.37,2.44,19.35,0.0,0.0,0.0,1.81,2.7,1.26,0.08,0.0,3.47,0.16,0.16,0.19,0.08,1.89,37.5,8.333,0.16,2.29,41.38,0.08,0.0,2.21,42.86,0.16,4.33,36.36,10.17,28.68,2.52,2.44,0.0,35.62,0.87,0.79,43.42,83.67,10.88,77.54,8.35,94.34,16.23,83.01,35.86,87.47,5.36,75.0,17.79,28.29,0.18,1.97,0.08,0.08,0.39,60.0,0.55,6.62,75.0,3.94,60.0,0.32,50.0,1.65,0.87,7.64,84.54,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.63,0.08,0.0,2.92,0,0.0,26,19.07,32.23,-24.65,0.25,0.41,1.27,16.33,0.32,0.32,0.37,0.1,-0.03,0.84,-0.02,0.89,1.57,0.71,0.95,2.92,2.13,0.47,36.33,8.44,31.37,4.02,4.96,2.36,0.16,6.46,7.09,,14.34,-10.4,10.08,6.15,43.92,0.19,0,0.19,0.1,0.37,39.56,25.48,19.31,6.17,0.48,4.78,10.95,0.4,FW
K. Sulemana,Atalanta,24,1120,2.97,2.73,52.94,2.09,38.46,0.32,0.43,0.16,1.21,1.62,0.96,0.32,0.0,4.1,0.16,0.16,0.18,0.0,1.93,45.83,8.333,0.08,2.33,41.38,1.93,45.83,0.32,0.0,0.56,4.34,51.85,11.57,44.44,4.42,4.18,0.64,23.38,1.77,1.04,28.93,81.94,5.06,68.25,7.96,90.91,10.53,85.5,24.91,87.74,2.01,52.0,17.77,26.1,0.13,0.8,0.0,0.0,0.0,0.0,0.48,2.33,68.97,2.57,68.75,0.16,0.0,1.53,0.88,4.34,81.48,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.0,0.0,0.0,0.0,0,0.0,25,19.13,43.28,-27.57,0.17,0.45,1.66,18.06,0.24,0.24,0.31,0.09,-0.02,0.89,-0.05,0.62,2.25,0.88,0.96,5.14,1.45,0.8,23.71,3.45,21.86,1.05,1.61,1.77,0.0,3.54,5.22,,11.65,-8.68,8.52,8.28,44.8,0.28,0,0.18,0.09,0.31,26.35,32.33,16.47,15.86,0.68,7.32,16.47,0.61,FW
A. Fadera,Sassuolo,24,1119,7.0,8.2,54.9,1.77,18.18,0.16,0.2,0.08,2.33,2.91,2.82,0.4,0.0,2.9,0.16,0.16,0.22,0.0,1.13,35.71,14.286,0.08,1.61,30.0,1.05,38.46,0.56,14.29,0.24,3.7,54.35,12.31,39.22,2.82,2.49,0.16,18.5,1.45,2.73,22.12,76.0,3.86,47.92,7.16,91.01,5.15,82.81,19.87,80.16,0.72,66.67,16.83,14.38,0.07,0.48,0.0,0.08,0.0,0.0,0.16,1.29,68.75,1.53,42.11,0.0,0.0,0.56,0.4,2.17,81.48,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.16,0.08,0.0,0.32,0,0.0,28,25.34,41.9,-34.74,0.17,0.32,0.72,24.0,0.24,0.24,0.29,0.19,-0.06,0.73,0.01,1.14,2.01,0.4,0.48,4.83,4.5,0.32,16.81,1.85,15.93,0.48,0.89,0.64,0.0,1.77,5.31,,12.79,-5.79,4.66,10.62,39.96,0.32,0,0.22,0.19,0.29,25.5,18.27,8.51,9.76,0.86,4.43,14.51,0.63,FW
Pedro,Lazio,38,1111,3.81,3.56,59.09,0.49,16.67,0.24,0.32,0.08,1.46,1.91,0.81,0.32,0.0,3.08,0.41,0.24,0.2,0.0,1.62,60.0,25.0,0.08,1.38,23.53,0.81,10.0,0.57,42.86,0.16,2.43,66.67,6.64,48.78,1.86,2.43,0.49,35.08,0.97,1.94,40.26,86.92,8.75,77.78,11.67,92.36,10.77,89.47,36.94,89.69,2.03,76.0,17.06,21.88,0.18,1.38,0.08,0.0,0.24,66.67,0.32,3.65,66.67,2.51,51.61,0.57,71.43,1.3,0.32,5.02,79.03,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.73,0.0,0.0,0.81,2,100.0,29,11.75,51.72,-16.69,0.22,0.45,0.79,13.08,0.49,0.32,0.38,0.12,0.21,2.05,-0.1,0.44,1.62,0.97,0.32,3.24,2.1,0.08,34.99,6.81,33.13,1.54,2.43,1.3,0.41,3.97,5.27,,8.67,-4.86,7.45,6.08,38.31,0.29,2,0.08,0.05,0.26,38.89,19.16,12.91,6.25,0.51,4.17,6.25,1.05,FW
J. Harrison,Fiorentina,29,1059,5.27,4.93,50.0,1.7,20.0,0.17,0.2,0.17,2.63,3.17,0.76,0.08,0.0,3.74,0.08,0.08,0.1,0.0,1.1,30.77,7.692,0.25,4.08,35.42,0.34,0.0,3.65,37.21,0.68,4.33,45.1,9.01,34.91,3.06,2.89,0.17,27.96,1.53,0.51,36.46,79.72,6.46,61.84,8.41,96.97,14.11,76.51,29.92,88.35,2.55,50.0,18.05,29.72,0.18,1.36,0.08,0.0,0.08,0.0,0.93,2.29,51.85,4.76,50.0,0.42,20.0,1.36,1.44,5.35,74.6,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.08,0.0,0.0,1.1,0,0.0,15,17.34,36.27,-26.76,0.18,0.49,2.55,20.28,0.33,0.33,0.28,0.09,-0.02,0.8,0.07,1.39,1.95,0.34,1.45,3.15,2.46,0.34,29.07,3.99,26.43,1.27,1.19,2.38,0.08,3.99,7.39,,13.26,-7.99,8.24,6.29,70.6,0.23,0,0.1,0.09,0.28,33.23,24.8,16.1,8.7,0.3,3.31,13.03,0.24,FW
O. Gandelman,Lecce,26,1051,5.74,3.85,55.56,12.07,42.55,0.43,0.5,0.17,3.17,3.72,1.11,0.0,0.0,0.6,0.17,0.17,0.13,0.09,0.69,37.5,25.0,0.09,0.43,40.0,0.09,100.0,0.34,25.0,0.26,0.43,40.0,4.02,23.4,1.8,0.17,0.09,10.36,1.46,0.26,17.38,74.38,5.65,54.55,4.11,93.75,3.6,85.71,16.7,75.38,0.26,66.67,13.66,6.06,0.04,0.34,0.0,0.0,0.0,0.0,0.17,2.4,53.57,0.86,70.0,0.0,0.0,0.34,0.17,1.88,68.18,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,19,22.69,39.25,-33.97,0.33,0.23,0.98,25.62,0.26,0.26,0.17,0.19,0.04,1.31,0.05,2.25,0.17,0.26,0.17,0.94,2.14,5.14,12.93,3.08,12.59,0.17,1.29,0.6,0.0,1.28,4.45,,7.53,-1.79,2.05,8.91,55.32,0.24,0,0.13,0.19,0.17,16.1,12.73,11.68,1.06,0.81,4.29,2.67,1.06,FW
C. Pulišić,Milan,27,1745,2.73,1.75,64.71,1.39,22.22,0.05,0.07,0.05,1.55,2.04,0.57,0.0,0.0,4.28,0.41,0.41,0.43,0.0,2.79,46.3,14.815,0.21,1.7,45.45,0.98,36.84,0.67,53.85,0.26,4.02,52.56,9.18,43.26,5.42,4.07,0.67,30.69,1.29,1.13,35.85,84.75,7.07,67.88,11.35,95.0,9.64,83.96,33.11,87.54,1.13,59.09,15.27,16.79,0.2,1.19,0.0,0.05,0.21,50.0,0.72,3.15,75.41,2.42,57.45,0.31,50.0,1.44,0.67,3.97,79.22,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.21,0.05,100.0,0.36,1,0.0,30,14.13,42.34,-22.48,0.2,0.56,2.01,15.25,0.62,0.62,0.63,0.15,-0.02,0.95,0.01,1.05,2.11,1.29,0.77,3.97,1.13,0.31,30.38,4.8,28.98,0.67,2.38,1.39,0.16,3.15,5.47,,10.68,-7.95,8.04,5.98,58.17,0.32,0,0.39,0.14,0.59,33.42,24.06,11.88,12.18,1.29,8.35,12.03,1.23,FW
Rafael Leão,Milan,26,1995,2.21,1.67,48.65,2.66,47.46,0.18,0.23,0.09,1.22,1.56,0.77,0.23,0.0,4.02,0.41,0.32,0.42,0.05,2.66,37.29,15.254,0.14,1.4,38.71,1.22,44.44,0.18,0.0,0.23,3.83,60.0,9.7,42.33,4.2,2.93,0.54,22.6,1.67,1.53,26.3,83.88,4.38,70.1,7.94,93.75,8.57,85.26,24.36,86.11,0.59,100.0,15.37,12.54,0.12,0.72,0.09,0.05,0.27,66.67,0.54,1.98,77.27,1.98,56.82,0.36,75.0,1.08,0.5,2.44,81.48,0,,0,,0,0.0,0.0,0.0,,,0.05,,,0.0,0.0,0.0,0.09,2,100.0,29,16.6,41.85,-26.52,0.17,0.46,2.05,16.12,0.55,0.46,0.54,0.16,-0.01,0.98,0.02,1.17,2.3,0.99,0.54,4.11,0.81,1.26,22.06,3.07,20.98,0.59,1.53,1.13,0.27,1.99,4.24,,9.83,-7.62,5.37,6.95,68.79,0.3,2,0.35,0.13,0.47,24.81,21.64,9.83,11.81,1.69,10.72,15.44,1.65,FW
